#Brand;BrandDescription;TotalQuantitySales;TotalQuantityPurchase;Profit;MarginPercent
32294;Dom Chandon Brut;6592;6883;11819.37;58
15292;Flip Flop Chard;2705;2825;6519.70;68
14289;Uppercut Cab Svgn;1681;2207;-2373.12;-8
1384;Bulleit 95 Rye;17620;18900;112477.80;31
27404;J Drouhin Hos Bell Morgon;56;84;-40.88;-3
25625;Gran Pasas Monastrell;496;701;548.91;8
8112;Stolichnaya;61323;61936;319739.55;26
15414;Best Foot Forward Chard;10;24;-58.90;-40
17265;Proximo Red Rioja;40;52;41.96;18
4686;Courvoisier VS Cognac;2026;2075;19063.74;21
3683;Stolichnaya Ohranj;5432;5604;25154.00;34
8011;Pepe Lopez White;871;876;2359.05;37
37314;Dr Frank Johannisberg Rsl;335;444;535.33;11
26996;Bleu de Mer Blanc;375;983;-4072.24;-46
25730;Chappellet Chard Napa;152;321;-1652.87;-27
25875;Ruffino Rose Sparkling;1513;2065;-1083.68;-5
4886;St Remy VSOP Authentic Brndy;155;403;-3177.53;-47
2322;Redemption Rye 7Yr Barrel Pr;28;120;-5317.88;-70
6646;Brown Jug Cream Bourbon;641;666;3141.63;35
5458;After Shock Hot & Cool Cinmn;2495;2571;7729.96;24
10415;Le Pive Rose Gris;1797;1961;10072.43;60
39472;Acorn Sangiovese Alegria RRV;302;314;2764.14;49
43819;Little Black Dress Chard;15;36;-71.95;-34
24487;Farmstead Long Meadow Pnt Nr;3;24;-372.99;-82
43022;Ceretto Barbaresco;9;84;-1771.53;-84
16144;Fish Eye Moscato;61;84;24.55;5
5212;Margaritaville Silver;5341;5420;25948.99;31
24483;Daou Rsv Cab Svgn;62;83;426.36;14
46694;Santa Margherita Chianti Cls;610;763;3618.60;29
11826;Cupcake Chard;46616;47943;124473.88;55
13454;Eden Heirloom Blnd Ice Cider;550;608;3777.00;37
17063;Ch Tanunda Gr Barossa Cab Sv;265;346;637.99;17
27627;Hook or Crook Chardonnay;7;72;-1132.99;-86
14836;Vinum Cellars Chard;25;36;112.89;46
10451;Line 39 Cab Svgn Lake Cnty;13614;14006;58701.72;79
2465;Crown Royal Mini;27048;27695;21329.27;36
27873;Poderi Le Ripi Amore e Folli;5;60;-1454.85;-88
3443;Stolichnaya;2314;3098;-1943.00;-8
3279;Double Cross Vodka;1025;1210;5467.65;20
43430;Mont Gras RSV Colch Carmener;259;263;825.31;47
21959;Le Grande Courtage Brut;659;737;1420.89;51
2587;Jameson Irish Whiskey;9294;9607;49709.87;41
15761;Cantine Maschio Prosecco Brt;1565;1631;1870.16;46
19105;Rex Goliath Red Moscato;3;24;-77.31;-81
26422;Royal Tokaji Szt Tamas;3;12;-651.87;-63
26847;Josh Cellars Craftsman Cab S;228;232;1025.16;47
5298;Southern Comfort 100 Proof;5560;5680;25134.80;35
11856;Albola Chianti;251;277;939.68;45
3525;Gold Crown Vodka;4591;4631;6648.59;30
3973;Ciroc Ten;34;45;-419.39;-5
26689;Faiveley Gevrey Chmbtn AC 14;10;84;-2182.14;-82
6280;Penfolds Koonunga Hill Chard;782;797;4433.85;81
23387;Middle Sister Malbec;1481;2425;-6344.81;-30
25810;La Croix Belle Champ du Coq;485;724;-128.65;-3
25244;M Sullberg Cab Svgn;19;36;-48.23;-19
18857;Barefoot Refresh Crisp White;6118;6397;10518.38;41
5195;Jenkins Melon Liqueur;5921;5949;19370.51;69
38473;Adelsheim Pnt Gris Ore;785;934;3093.23;32
1281;Benchmark Old #8 Bourbon;8444;9359;34403.35;33
24222;Louis de Grenelle Rose;49;60;154.31;27
34460;Dr Loosen Rsl 'Dr L' M;9127;9212;47527.97;71
23204;Benvolio Prosecco Italia DOC;19;48;-218.83;-39
25587;Geyser Peak Znfdl;3344;3356;8461.92;46
28954;Anthology Conn Crk Cab Napa;106;127;970.89;30
1994;Laphroaig 30 Year;2;24;-16604.58;-89
27322;W Selyum Pnt Nr RRV;11;72;-3086.91;-77
41169;Vendange Cab Svgn;2;33;-80.46;-91
2097;Ole Smoky Hunch Punch Lightn;797;997;3244.36;27
24853;Cantine Cantena Fiano Avelno;17;24;10.59;3
2238;Aviation American Gin;877;1333;-2994.46;-12
28092;Cline Ancient Vin Znfdl;4360;4456;24025.88;56
46166;Barefoot Wh Znfdl Cal;211;220;423.39;45
22895;Sutter Home Red Blend;17;24;4.15;4
24546;Selini Nano Svgn Bl;453;686;-17.29;-1
21326;Kim Crawford Svgn Bl Sptfire;1331;1497;11278.38;46
24775;J Bouchon Canto Sur;271;406;-93.11;-3
16148;Cavit Alta Luna Pnt Nr;20;60;-287.20;-51
27871;Flor Rose Brut;20;120;-969.40;-74
36540;Liberty Creek Prem RSV Merlo;51;57;101.97;33
3384;Absolut Peppar Vodka;12;13;47.35;25
11313;Taylor New York Marsala;57;107;-74.02;-21
46429;Villa Pozzi Pnt Grigio Vnzie;1171;1206;4446.49;64
24304;Muga 2014 Rose Rioja;321;340;1298.19;41
8518;Ke Ke Beach;86;87;212.97;27
27827;Jadot Cote de Nuits Vaucrain;2;60;-1227.62;-95
10680;Segura Viudas Brut RSV;2584;2679;10422.94;54
3687;Fleischmanns Royal Traveler;25125;25265;35436.15;37
589;Bols Blackberry Brandy;51;54;133.35;31
14190;Ch Haut Branda Brdx Rouge;27;36;76.97;35
4625;Courvoisier XO Cognac;196;266;-1251.30;-4
3790;Don Julio Blanco Tequila;4328;4620;39523.72;24
8032;Ballatore Gran Spumante;11524;12118;29191.58;46
36378;MezzaCorona Pnt Grigio;66829;68084;230802.69;50
11153;Canyon Rd Chard;2228;2280;6372.52;47
1832;Laphroaig Lore;246;345;-750.21;-2
16203;Simple Life Pnt Nr;2017;2051;1619.84;11
35644;Grenache/Shirz Stump Jump;11;12;35.29;37
6686;Taylor Lake Country Red;24;37;-0.86;-1
4892;DeKuyper Coffee Brandy;66;73;114.76;21
18096;Bolla Amarone Valpolicella;1230;1289;12265.04;45
24992;Buglioni L'Amarone;78;85;1213.92;39
19124;Ch la Cour d'Argent Bordeaux;16;26;496.62;80
2158;Sortilege Liqueur;1708;1729;12703.32;59
6116;Sogno di Sorrento Lemoncell;1311;1442;9437.59;35
2015;Jack Daniels Tennessee Honey;32860;33715;160768.81;26
18979;Lillet Rose French Aperitif;71;101;186.49;17
23015;Marietta Clrs ARME Red;189;371;-2251.08;-36
43821;Little Black Dress Pnt Grigi;16;24;35.20;27
175;1800 Anejo Tequila;722;735;10618.78;54
27724;Mommessin Moulin-A-Vent Gran;33;144;-1574.37;-66
24365;Mommessin Les Gr Morgon C Py;12;19;-25.40;-8
2057;Rebel Yell Root Beer Bourbon;12850;18240;-987.69;-7
28323;M & R Bianco Vermouth;129;156;210.73;28
26283;Benton-Lane Est Pnt Nr Willm;73;120;-70.53;-7
5668;Dr McGillicuddy's Grape;5563;6145;17870.32;30
8053;Seagrams 7 Crown;91848;92262;22054.77;32
10205;R Mondavi Pnt Nr Napa Vly;537;568;4948.31;51
21307;Chloe Chard;57;72;93.95;13
19368;Luigi Bosca Malbec SV DOC;17;24;59.79;17
40801;Sileni Sauvignon Blanc;2035;2072;6873.89;45
23362;Boundary Breaks Dry Rsl #239;38;48;92.82;15
10009;Long Lake Cab Svgn Cal;35;48;11.41;6
39798;R M Woodbridge Pnt Grigio;1364;1436;4067.52;60
37926;Five Rivers Pnt Nr;3064;3136;11365.56;45
17345;Bogle Essential Red;17927;18650;74463.34;66
20550;Fifty Shades Of Grey Red Sat;174;256;84.42;5
46145;Gallo Pnt Nr Pavia;10;24;-36.06;-40
27562;Taylor Fladgate 1985 Porto;15;23;-69.89;-3
14110;Bodegas Numanthia Termes;34;41;164.17;25
20144;Ninety Cellars Lot 96 Chard;60;72;142.92;22
25141;The Federalist 1776 Zinfande;1441;1685;5173.64;30
19736;Sledgehammer Zinfandel;16;36;-90.40;-32
12192;Meander Cab Svgn Napa Vly;137;168;1827.67;28
2690;Black Velvet Reserve;8109;8256;22465.31;37
1220;Woodford Reserve Bourbon;18408;18645;181342.87;44
25568;Shooting Star 12 Barbera Cnt;1405;1407;3923.62;54
4783;Mr Boston Apricot Brandy;8000;8115;33573.69;47
40513;Kim Crawford Pnt Nr;62;98;-40.26;-4
44717;Dom Chandon Rose Spklg;11086;11602;60634.98;58
6396;Taylor Dry Sherry;7942;7994;20938.90;51
22857;Freedom Hill Vyd Pnt Nr;2;48;-857.38;-94
24001;Lee Family Farm Rio Tinto S;43;44;218.41;43
3420;New Amsterdam Coconut Vodka;6490;7448;8451.46;14
26243;A Proper Pink;342;366;1313.28;42
3891;Belvedere Peach Nectar Vodka;1077;1309;-1565.17;-7
31501;Barefoot Wh Znfdl Cal;1431;1501;4118.04;36
21635;Franciscan Est Cab Svgn;21;24;228.39;34
23425;La Jota Howell Mtn Merlot;22;31;68.57;5
26199;Chronic Cellars Eunice X;37;143;-1060.94;-62
284;Milagro Tequila Anejo SBR;445;497;7775.84;29
9359;KAH Extra Aged Tequila;5;6;170.85;16
2730;Smugglers Notch Hopped Gin;31;55;-273.86;-22
4606;Grand Mayan Barrel Aged Tequ;80;162;-5475.46;-33
2038;Bulleit Bourbon;53;66;50.03;3
21595;Veuve du Vernay Sprklng Brut;200;204;671.84;93
16289;Barefoot Bubbly Pink Moscato;21172;21197;59522.45;54
26342;Ch Vincens 15 L'Instant M Rs;287;376;359.17;11
27219;Poggio Antico 11 Brun Altero;72;180;-4155.12;-43
5708;Dr McGillicuddy's Root Beer;59857;66026;34383.38;137
12621;Tortoise Creek Cab Svgn;64;84;165.00;25
14436;Byron Santa Barbara Chard;170;373;-513.21;-17
41531;Yellow Tail Shiraz/Grenache;62;96;-12.46;-2
8970;Ice Box Manhattan;7460;7481;20236.21;34
2259;Redemption Rye Whiskey;1655;2193;-6973.32;-14
6198;Lazzaroni Sambuca;189;426;-4537.41;-55
38690;Ch Ste Michelle Indn Wl Merl;1386;1519;7378.67;48
1180;Evan Williams Black Label B;28072;29070;163480.19;43
35665;Redwood Creek Chard Cal;36;48;29.16;15
1479;Ten High;9380;9433;44873.44;52
40782;Krug Rose Champagne;2;3;3.10;1
18106;Barefoot Cellars Pink Moscat;9096;10350;24081.16;33
24142;Tablas Creek Patelin Blanc;24;120;-1292.64;-71
812;Jagermeister Liqueur;14349;14663;63633.32;25
26142;Finca Valpiedra Rsv Rioja 08;10;54;-902.08;-71
2219;Crown Royal Vanilla;10130;11556;2824.70;16
3788;Patron Silver Tequila;12119;12664;79081.45;31
26445;F Boschendal Rose Garden;46;78;-73.26;-11
22222;LaLuca Prosecco;1001;1003;5363.15;73
4343;Cruzan Blueberry Lemonade;8800;8979;30114.87;52
8339;The Glenlivet 12 Yr Single;12463;13250;144623.87;36
36620;Talbott Kali Hart Mtry Chard;2175;2366;11210.55;43
37049;Argyle Willamette Pnt Nr;1929;1998;13161.91;48
12945;Middle Sister Mischief Maker;2001;2027;7270.74;53
21614;Billette Bousquet Prov Rose;89;101;242.95;29
2625;Nikka Coffey Grain Whisky;740;812;10972.68;31
26248;Roederer Cristal;406;478;23479.62;37
6682;R M Woodbridge Chard Cal;101228;101547;404000.20;66
3967;Deep Eddy Ruby Red;13156;14442;49073.52;29
24426;Plumpjack Rsv Chard;42;113;-1423.25;-41
2198;Chivas Regal Extra;1564;1947;-984.13;-2
3542;Vera Limon Vodka;1346;1805;-8335.41;-26
1094;Four Roses Single Barrel Brb;2616;2692;28758.20;36
26298;Mont Gravet Rose;27;48;-62.07;-15
26460;Golan Heights Yarden Cab Svg;89;204;-1742.21;-37
463;Kirk & Sweeney 12Yr Old Rum;2070;2182;15734.64;29
45266;XYZin Old Vines Znfdl;1962;2179;8190.51;58
16352;Girls in the Vineyard Svgn B;1636;1730;7950.24;40
4291;Ronrico Gold;10279;10407;25395.48;23
2770;Hudson Single Malt Whiskey;417;644;-2693.17;-13
16941;Gallo Pink Moscato Twin Vly;25;41;-16.91;-11
21286;Elk Cove Five Mtn Pnt Nr;44;45;628.91;44
21789;Carpene Malvolti Sprklg Rose;334;365;1669.81;33
12089;Northstar Merlot Walla Walla;69;84;416.99;19
3012;Pinnacle Vodka;55176;55458;13676.40;33
24662;Silver Totem Cab Svgn;534;805;-200.89;-2
3075;Pinnacle Whipped Vodka;8;36;-289.04;-71
3769;Jenkins Vodka;42105;42549;95440.47;32
16087;The Show Pnt Nr;4;24;-137.80;-74
21627;Ferrari Carano Pnt Grigio;1495;1610;6612.35;40
3826;Skyy Vodka;64253;65382;298288.44;29
2888;Brenne 10 Yr French Whiskey;62;138;-4415.58;-42
3996;Deep Eddy Peach Vodka;2851;4466;-14551.69;-24
42162;Beyond Svgn Bl;15;25;79.95;69
15618;Beringer Classic Red Moscato;25;30;64.95;25
17471;Loukatos Mavrodaphne Patras;1166;1189;3741.88;44
24060;Robertson & Duke Napa Cab Sv;3;24;-306.75;-81
278;Cazadores Reposado Tequila;69;80;240.51;14
17433;Vino Pnt Grigio;1160;1460;1891.00;17
7130;Smirnoff Green Apple Vodka;3025;3804;-8211.97;-12
24180;Boscarelli Vino Nobile Monte;50;135;-1453.80;-45
2175;Cedar Ridge Iowa Bourbon;23;300;-7774.23;-89
13614;Acrobat Pnt Nr Ore;1728;2779;-341.00;-1
2585;Jameson Irish Whiskey;86433;93205;618539.42;40
20205;Dibon Cava Rosado;59;161;-381.67;-33
18855;Barefoot Cellars Rich Red;60;84;-8.06;-2
27932;Marc Bredif Vouvray;915;931;5817.16;52
4152;Jenkins Rum;18194;18248;33076.06;48
16245;Domino Cab Svgn;279;280;728.41;49
22937;Tranzind Red Blend;160;177;991.05;65
34906;Smoking Loon Syrah;719;723;2636.06;78
21324;Rosatello Sweet Rose;11;48;-198.71;-67
3727;Absolut Citron;25615;25708;13398.01;35
43790;Oakhurst Happy Camper Chard;90;108;186.66;23
44082;Wente Sandstone Mntry Merlot;1603;1625;8313.22;57
25629;Marchesi Barolo Ruvei B Alba;10;13;20.78;13
37840;Los Cardos Malbec Mendoza;5016;5057;12770.04;47
23934;Talmard Macon Chard;12;36;-212.88;-50
3439;Broker's London Dry Gin;1829;1866;7373.03;29
27093;Feast Moschofilero;25;36;15.71;6
26275;Fathom Merlot 13;3027;4025;4906.98;14
26769;Fire & Flood The Flood Pnt N;150;183;1439.37;24
33148;Alamos Ridge Chard Mendoza;3334;3668;13483.22;81
2579;Stillhouse Apple Crisp Moons;1438;1914;907.02;3
4131;Sea Hagg Blueberry Rum;457;482;2250.09;21
25282;Ransom Sweet Vermouth;758;925;2759.17;24
21101;Niner Twisted Spur 10 Red;5373;5492;29438.19;44
22569;Bota Box Svgn Bl;3125;3263;19348.39;51
381;Baileys Irish Cream w/4 Glss;11858;12796;55459.44;30
974;Bacardi O Orange Rum;49;59;16.40;2
19320;Merriam Danielle Svgn Bl RRV;606;680;3091.34;44
34507;Trinity Oaks Cab Svgn Cal;250;275;562.00;39
24712;Ennuk Red Terra Alta;14;34;-150.64;-36
7439;New Amsterdam Red Berry Vdka;4;14;-83.22;-63
26239;Sokol Blosser Rose of Pnt Nr;810;845;4751.80;45
15065;Sokol Blosser Pnt Nr;101;371;-3562.05;-53
3134;Jefferson's Ocean Aged Cask;306;338;5747.18;23
27566;Kiona Est Red Mountain Rsv R;3;36;-849.27;-87
38370;Oyster Bay Svgn Bl Marlboro;83528;91140;289721.81;48
3342;Bully Boy Old Fashioned RTD;1127;1564;-6999.19;-21
40822;Scharffenberger Brut Spklg;24;38;-90.52;-16
10455;Redtree Chard Cal;3;24;-118.71;-81
5614;Integre Citrus Vodka;396;3251;-10995.45;-85
41983;Ridge Znfdl Paso Robles;266;289;2589.74;44
14975;Cavit Moscato;6678;6761;20431.95;74
16453;Hillinger Eveline Pnt Nr;36;131;-915.11;-57
22039;Ghost Pines Pnt Nr L Martini;1761;2290;4401.59;18
25465;Benziger Tribute Estate Red;94;187;-1839.07;-25
14457;Scagliola Mati Barbera;813;882;3633.19;53
10274;Rebel Newmans Own Chard;20;24;44.04;28
5090;El Charro Silver Tequila;4080;4290;10966.50;25
27139;Hecht & Bannier Bandol 11 Re;33;84;-591.09;-40
26399;Trapiche Malbec Mendoza Oak;17584;17690;65425.43;94
21080;Landmark Overlook Pnt Nr;75;91;730.99;54
6596;Kenwood Svgn Bl Sonoma;4657;4800;21686.43;76
995;Absolut Ruby Red;188;202;650.14;20
3870;Montelobos Mezcal;1251;1292;10283.65;28
25528;Masi Campo Torbe Amarone 00;31;45;143.99;4
28567;Marquis de Riscal Rueda Wh;25;37;-17.65;-8
4257;Bacardi Grapefruit Rum;10785;13139;667.04;7
5502;RumChata Liqueur;29960;32838;4590.96;18
19713;Anne Pichon Gris Montagne Ro;2;24;-198.50;-87
8131;Lillet White French Aperiti;4821;4853;36355.65;72
1771;Jack Daniels Tennessee Fire;23530;30000;48180.61;214
31194;Conn Crk Ltd Rls Np Cab Svgn;275;359;1507.61;28
3298;Bully Boy Boston Rum;991;1324;-3508.27;-12
23036;Jacobs Creek Two Lands Pnt G;72;96;184.26;29
27276;Zaccagnini Rsl;3046;3444;6306.26;30
1424;Bulleit Bourbon;12359;13226;49935.47;39
27789;Jadot Puligny Montrachet 14;2;12;-459.34;-74
18775;Once Upon A Vine Red;43;60;277.37;116
25791;Girasole Pnt Nr;18;36;-69.06;-21
6234;C Y Toro Front Cab/Merlot;10071;11276;41784.75;82
44370;Gallo Twin Vly Moscato;3;12;-51.03;-63
21223;Americano Petite Syrah;88;96;480.12;44
24548;Fenouillet Beaumes Terres Ve;95;197;-1103.81;-39
25753;Barefoot Refresh Summer Red;2210;2929;4227.60;27
24363;Mommessin Les Gr Mises Amour;42;183;-1874.85;-63
7990;Noilly Prat Sweet Vermouth;3178;3211;7087.74;29
20918;LAN Rioja Reserva;48;60;23.52;3
114;Mr Boston Creme de Banana;324;326;436.90;26
31497;Barefoot Svgn Bl Cal;3986;4086;12334.86;41
17875;Darkhorse Chard;7384;7922;15902.48;37
13637;Charles Smith Eve WA Chard;1728;1756;6701.76;47
46715;Quinta do Noval 10-Yr Tawny;27;60;-315.47;-28
200;Luxardo Maraschino Liqueur;1412;1663;2991.79;8
44715;Drouhin St Veran;564;573;3513.00;50
15189;Las Valles Viura-Chard;161;180;338.59;31
3218;Firefly Sweet Tea Vodka;8548;8654;26204.10;30
2751;Johnnie Walker Black Label;5932;6235;18883.03;19
2955;Auchentoshan 18 Yr Scotch;15;24;-294.63;-13
26567;Ninety+Cellars Lot 130 Chard;2;24;-194.26;-87
26744;Santa Lucia Sangvs Monte Ant;5465;5557;28072.93;79
2280;The Botanist Islay Dry Gin;2662;3239;10624.78;12
8154;Cazadores Reposado Tequila;3019;3104;17999.61;36
7458;New Amsterdam Citron Vodka;62;77;10.34;1
26742;Bridlewood Viognier;1539;2642;-2934.31;-12
24193;Ch Montaud Cotes de Provence;1513;1558;12530.85;57
19572;Anakota Cab Svgn Helena Dako;17;19;514.14;61
2196;Canadian Hunter Whiskey;4152;5099;-4266.92;-8
46023;Spellbound Petite Sirah Cal;11086;11338;57631.44;77
18733;Antinori Villa Chianti Class;1111;1204;9291.93;42
27360;Cappezzana Trefiano Carmigno;6;60;-1754.46;-85
20729;Villa Jolanda Peach Moscato;4792;5222;17460.30;56
35581;Frogs Leap Merlot Napa;674;752;6265.94;33
4844;Monteru Triple Toast Brandy;12;108;-3873.96;-85
1620;Hennessy Privilege VSOP VAP;495;501;5313.18;30
36435;Vin Santo Castellani Somavte;75;119;-46.28;-6
18613;Juve Y Camp Rose Brut Pnt Nr;777;885;3072.18;37
23345;Neyers Vyd Chard Carneros;1050;1206;11403.82;66
25507;Masi Frescaripa Bardolino Cl;129;260;-574.89;-27
21227;Livingston Cellars Moscato;14;24;-13.42;-11
22470;Stellar Organics Merlot;18;19;65.86;39
13446;La Crema Pnt Nr Sonoma Coast;54;60;188.46;37
27320;W Selyum Pnt Nr Sonoma Cst;12;60;-1728.72;-71
24706;Kenwood J London Znfdl;385;447;2724.37;48
18083;Madria Sangria Moscato;102;108;251.70;38
31070;Treana Red Calif;997;1001;16935.05;130
3626;Sauza Extra Gold Tequila;3904;3945;12004.41;29
4722;Remy Martin VSOP Cognac;18070;19910;112491.93;20
46816;Alexander Vly Vyds Gewurz;517;532;1547.23;43
13225;Alphonse Dolly Sancerre Cvee;1802;1900;15516.98;60
33028;Rombauer Cab Svgn Napa;387;401;8435.73;69
2646;Chivas Regal;8233;8702;85323.07;23
1868;Lagavulin Single Malt 16-Yr;7644;7821;162662.54;42
19574;Il Fauno Di Arcanum Toscana;17;192;-2657.33;-85
13557;Merry Edwards Flax Vyd Pnt N;1;120;-5456.01;-99
8562;DeKuyper Peachtree Trav;13026;13156;54959.10;37
24670;Freemark Abbey Cab Svgn Ruth;75;84;1250.01;31
27013;Bouchard Aine & Fils Fixin;40;168;-2849.04;-64
4198;Sailor Jerry Spiced Navy Rum;23008;25998;120529.94;26
16758;Dolin Sweet Red Vermouth;3944;4113;20010.41;57
26016;Kuleto Native Son Napa Red;5445;5629;22981.50;43
41159;Phillips Earthquake Ld Znfdl;6270;6472;48018.50;46
7111;Jameson's Cooper Croze Irish;510;676;-1409.46;-4
14964;Twisted Moscato;177;180;482.43;44
12901;Madria Sangria;4682;4760;17386.78;70
23122;Innocenti Vignalsole Rosso;226;300;796.74;16
38622;Canella Bellini Cocktail Vnz;342;357;1329.54;43
6049;Fabrizia Crema di Limoncello;1085;1846;-8498.99;-32
23959;Thorn Napa Valley Merlot;138;227;-639.42;-11
669;Robert Sinskey Merlot;213;287;814.79;11
39209;Barefoot Syrah Cal;467;482;1479.43;41
32054;Greg Norman Lmstn Cab/Merlot;8941;9045;37739.58;59
4234;Bacardi Pineapple Fusion;7091;7732;18507.42;30
11088;Gruet Blanc de Noir;32;36;73.44;30
1956;Balvenie 12 Yr Doublewood S;7922;9013;96031.91;27
16312;Ramon Bilbao Valinas Albarin;8;12;2.24;2
5197;Southern Comfort;16893;17898;48387.50;47
25324;Gran Moraine Y-C Pnt Nr Oreg;3;24;-478.11;-81
20533;Bread & Butter Chard;17025;17649;70267.80;47
2202;Karner Blue Gin;1474;1775;3256.01;8
20102;Julia James Pnt Nr;1443;1448;3948.97;41
22344;Rioja Bordon Rsva Tempranllo;1781;1972;8490.91;43
156;The Bitter Truth Cucumber Bi;76;267;-2619.26;-63
25427;Fattoire Barbi 10 Brunello;153;181;1425.25;29
44063;Valentin Bianchi Elsa Malbec;83;96;242.53;32
38641;Opici Marsala Cal;67;83;168.75;22
26502;Laroche Chablis St Martin;16;168;-2178.24;-86
1952;Johnnie Walker Blue Yr Roost;5;12;-955.89;-43
18811;Haunting Whisper Vyds Vignol;280;335;730.80;28
24489;Hunt & Harvest Cab Svgn;1390;1606;8286.16;41
15076;Cigar Box Cab Svgn Valle Cen;678;707;2651.04;48
26464;Golan Heights Yarden Svgn Bl;178;308;-595.42;-16
26569;Ninety+Cellars Lot 132 Rose;17;36;-78.41;-28
45298;Hall Cab Svgn Napa;493;504;8649.39;53
26994;Frank Family Vyds Chard;221;372;-684.05;-8
43615;Talbott Kali Hart Vyd Pnt Nr;834;868;5647.54;55
21837;Gerard Bertrand Gr Teroir Rd;61;65;614.74;115
21488;Twelfth Night Rsl;52;96;-203.08;-18
7849;Tooters Apple-tini 15 Pk;5863;6224;4666.17;10
1178;Evan Williams Black Label B;10892;10989;34213.71;40
2299;J Seeds Apple Cider Whiskey;17911;21871;561.71;3
21364;La Caplana Gavi di Gavi;435;476;1732.81;35
3706;Pinnacle Citrus Vodka;13896;14304;46941.76;25
2648;Chivas Regal;3421;3546;14298.55;33
8072;Taittinger Brut La Francais;4465;4832;52993.67;44
1889;El Toro Gold Tequila;1128;1184;2500.72;38
25526;Frescobaldi Massovivo Vermen;66;69;349.44;39
43937;P Jaboulet Hrmtg 10 Chapelle;4;33;-4390.74;-82
4890;Skyy Infusion Tropical Mango;11036;15894;-835.92;-7
23873;Cloudy Bay 12 Te Koko;97;156;-279.93;-7
26246;Emphasis-Ktima Pavlidis-Syrh;6;12;-72.06;-25
24971;Hugel Gentil White;1318;1390;6169.62;62
192;Milagro Anejo Tequila;1354;1356;12789.38;34
23160;Champlain Orchards Ice Cider;98;166;-119.96;-12
26891;Predator Cab Svgn;508;925;-1340.08;-16
16327;Black Box Merlot;6432;6551;10273.57;60
24361;JJ Prum Graacher Him Rsl Aus;124;128;1895.88;48
17896;Ch L'Argentier Vignes Cin 09;5;12;-38.41;-36
25150;McNab Ridge Cab Svgn;3;24;-230.19;-81
14411;Liberty Creek Vyd Pnt Noir;29;42;4.91;2
9109;Deep Eddy Ruby Red Vodka;34452;36093;6676.80;24
5155;Arrow Brown Creme de Cacao;3108;3120;6768.12;37
27474;BiancaVigna Prosecco Brut;51;336;-2548.47;-77
24996;Lincourt Steel Chard;11985;12861;31760.91;36
39575;Morgan Winery Double L Pnt N;191;319;-889.50;-9
32338;Stags Leap Svgn Bl Napa;312;404;1166.24;17
44709;Trinity Oaks Pnt Nr Cal;137;168;205.91;23
5134;Dr McGillicuddy's Cherry;4718;5377;11014.79;20
890;Sobieski Cytron Vodka;189;194;440.87;30
1088;El Jimador Anejo Tequila;4;12;-109.72;-53
14983;Ken Wright Clrs Willa Pnt Nr;988;1052;7489.52;40
10701;Yellow Tail Bubbles Rose;162;191;353.96;28
24773;Actum Sinister;1;24;-135.73;-94
2661;Laphroaig Cask Strength 10Yr;680;746;12304.66;34
21383;Barkan Clsc Chard;85;86;392.79;49
2949;Lock Stock & Barrel Rye;163;166;4373.61;37
2833;Old Smuggler;58;72;58.14;11
2781;High West Campfire Whiskey;299;454;-2088.93;-10
23530;Santa Maria Alla Pieve Ripas;72;84;459.20;36
2846;Balvenie Tun 1509 Batch 3 SB;5;12;-1529.37;-43
12924;Cartlidge & Browne Pnt Nr;400;452;1200.68;31
2602;Caol Ila 12 Yr Islay Single;1306;1352;17264.26;29
21013;WindRacer RRV Pnt Nr;18;24;79.50;12
3908;St George Green Chile Vodka;33;34;150.45;22
26443;Latour Grand Ardeche Chard;1318;1827;-1408.93;-7
27558;Donatella Cinelli Colombini;48;120;-1661.28;-39
26012;Bodega Noemia D Patagonia 13;115;145;375.50;15
21019;Black Box Pnt Nr;12512;12647;94399.86;70
24588;Boundary Breaks OLN Rsl;417;536;973.63;18
2173;Canadian Club Rye;759;1114;-3390.91;-20
3828;Popov Traveler;92;232;-550.92;-50
17957;Bluebird Pinot Noir;679;714;3433.25;53
2194;Beat 3 Single Malt Whiskey;310;629;-3135.55;-31
1237;Jack Daniels Single Barrel;6381;7418;53047.48;21
18653;Fuki Plum Wine;721;778;3511.33;69
27806;Jadot St Aubin Blanc 14;11;30;-357.31;-46
18449;R Mondavi Heritage Red;2156;2439;7345.77;66
39098;Tohu Pnt Nr Marlboro;48;60;249.92;28
5357;Campari Negroni;298;726;-7984.34;-43
5338;Morecello Blackberry Cello;313;919;-8208.19;-57
